feature	backing	form	world	place	result
completionOffered	ex_gen	defdelegate	x_defaults_head	aliased_as	green
completionOffered	ex_gen	defdelegate	x_defaults_head	arity_1	green
completionOffered	ex_gen	defdelegate	x_defaults_head	arity_3	green
completionOffered	ex_gen	defdelegate	x_defaults_head	no_arguments	green
completionOffered	ex_gen	defdelegate	x_defaults_head	pipe	green
completionOffered	ex_gen	defdelegate	x_defaults_head	qualified	green
completionOffered	ex_gen	defdelegate	x_defaults_head	unqualified	green
completionOffered	ex_gen	defdelegate	x_defaults_head	unqualified_arity_3	green
completionOffered	ex_gen	defdelegate	x_nfc	aliased	green
completionOffered	ex_gen	defdelegate	x_nfc	aliased_as	green
completionOffered	ex_gen	defdelegate	x_nfc	qualified	green
completionOffered	ex_gen	defdelegate	x_nfc	unqualified	green
completionOffered	ex_gen	defdelegate	x_not_a_call	aliased	green
completionOffered	ex_gen	defdelegate	x_not_a_call	aliased_as	green
completionOffered	ex_gen	defdelegate	x_not_a_call	pipe	green
completionOffered	ex_gen	defdelegate	x_not_a_call	qualified	green
completionOffered	ex_gen	defdelegate	x_not_a_call	unqualified	green
completionOffered	ex_gen	defdelegate	x_other_module	aliased	green
completionOffered	ex_gen	defdelegate	x_other_module	aliased_as	green
completionOffered	ex_gen	defdelegate	x_other_module	other_qualified	green
completionOffered	ex_gen	defdelegate	x_other_module	pipe	green
completionOffered	ex_gen	defdelegate	x_other_module	qualified	green
completionOffered	ex_gen	defdelegate	x_other_module	unqualified	green
completionOffered	ex_gen	defdelegate_unresolvable	w1	aliased	green
completionOffered	ex_gen	defdelegate_unresolvable	w1	aliased_as	green
completionOffered	ex_gen	defdelegate_unresolvable	w1	pipe	green
completionOffered	ex_gen	defdelegate_unresolvable	w1	qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	w1	unqualified	green
completionOffered	ex_gen	defdelegate_unresolvable	w2	aliased	green
completionOffered	ex_gen	defdelegate_unresolvable	w2	aliased_as	green
completionOffered	ex_gen	defdelegate_unresolvable	w2	arity_1	green
completionOffered	ex_gen	defdelegate_unresolvable	w2	arity_3	green
completionOffered	ex_gen	defdelegate_unresolvable	w2	pipe	green
completionOffered	ex_gen	defdelegate_unresolvable	w2	qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	w2	second_qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	w2	unqualified	green
completionOffered	ex_gen	defdelegate_unresolvable	w3	aliased	green
completionOffered	ex_gen	defdelegate_unresolvable	w3	aliased_as	green
completionOffered	ex_gen	defdelegate_unresolvable	w3	lookalike_snoc_bang	green
completionOffered	ex_gen	defdelegate_unresolvable	w3	lookalike_snoc_combining	green
completionOffered	ex_gen	defdelegate_unresolvable	w3	lookalike_snoc_question	green
completionOffered	ex_gen	defdelegate_unresolvable	w3	lookalike_snoc_x	green
completionOffered	ex_gen	defdelegate_unresolvable	w3	lookalike_xsnoc	green
completionOffered	ex_gen	defdelegate_unresolvable	w3	pipe	green
completionOffered	ex_gen	defdelegate_unresolvable	w3	qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	w3	unqualified	green
completionOffered	ex_gen	defdelegate_unresolvable	w4	aliased	green
completionOffered	ex_gen	defdelegate_unresolvable	w4	aliased_as	green
completionOffered	ex_gen	defdelegate_unresolvable	w4	arity_1	green
completionOffered	ex_gen	defdelegate_unresolvable	w4	arity_3	green
completionOffered	ex_gen	defdelegate_unresolvable	w4	lookalike_snoc_bang	green
completionOffered	ex_gen	defdelegate_unresolvable	w4	lookalike_snoc_combining	green
completionOffered	ex_gen	defdelegate_unresolvable	w4	lookalike_snoc_question	green
completionOffered	ex_gen	defdelegate_unresolvable	w4	lookalike_snoc_x	green
completionOffered	ex_gen	defdelegate_unresolvable	w4	lookalike_xsnoc	green
completionOffered	ex_gen	defdelegate_unresolvable	w4	pipe	green
completionOffered	ex_gen	defdelegate_unresolvable	w4	qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	w4	second_qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	w4	unqualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity	aliased	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity	aliased_as	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity	arity_3	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity	pipe	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity	qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity	unqualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity	unqualified_arity_3	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_absent	aliased	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_absent	aliased_arity_1	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_absent	aliased_as	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_absent	arity_1	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_absent	arity_3	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_absent	no_arguments	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_absent	pipe	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_absent	qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_absent	undeclared	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_absent	undeclared_no_arguments	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_absent	unqualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_absent	unqualified_arity_1	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_separate	aliased	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_separate	aliased_as	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_separate	arity_1	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_separate	arity_3	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_separate	no_arguments	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_separate	pipe	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_separate	qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_separate	unqualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_separate	unqualified_arity_3	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_zero	aliased	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_zero	aliased_as	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_zero	arity_1	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_zero	no_arguments	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_zero	pipe	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_zero	qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_zero	unqualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_arity_zero	unqualified_arity_1	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults	aliased	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults	aliased_as	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults	default_arity	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults	pipe	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults	qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults	unqualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults_head	aliased	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults_head	aliased_as	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults_head	arity_1	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults_head	arity_3	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults_head	no_arguments	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults_head	pipe	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults_head	qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults_head	unqualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_defaults_head	unqualified_arity_3	green
completionOffered	ex_gen	defdelegate_unresolvable	x_nfc	aliased	green
completionOffered	ex_gen	defdelegate_unresolvable	x_nfc	aliased_as	green
completionOffered	ex_gen	defdelegate_unresolvable	x_nfc	qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_nfc	unqualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_not_a_call	aliased	green
completionOffered	ex_gen	defdelegate_unresolvable	x_not_a_call	aliased_as	green
completionOffered	ex_gen	defdelegate_unresolvable	x_not_a_call	pipe	green
completionOffered	ex_gen	defdelegate_unresolvable	x_not_a_call	qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_not_a_call	unqualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_other_module	aliased	green
completionOffered	ex_gen	defdelegate_unresolvable	x_other_module	aliased_as	green
completionOffered	ex_gen	defdelegate_unresolvable	x_other_module	other_qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_other_module	pipe	green
completionOffered	ex_gen	defdelegate_unresolvable	x_other_module	qualified	green
completionOffered	ex_gen	defdelegate_unresolvable	x_other_module	unqualified	green
completionOffered	ex_gen	defguard	w1	aliased	green
completionOffered	ex_gen	defguard	w1	aliased_as	green
completionOffered	ex_gen	defguard	w1	pipe	green
completionOffered	ex_gen	defguard	w1	qualified	green
completionOffered	ex_gen	defguard	w1	unqualified	green
completionOffered	ex_gen	defguard	w2	aliased	green
completionOffered	ex_gen	defguard	w2	aliased_as	green
completionOffered	ex_gen	defguard	w2	arity_1	green
completionOffered	ex_gen	defguard	w2	arity_3	green
completionOffered	ex_gen	defguard	w2	pipe	green
completionOffered	ex_gen	defguard	w2	qualified	green
completionOffered	ex_gen	defguard	w2	second_qualified	green
completionOffered	ex_gen	defguard	w2	unqualified	green
completionOffered	ex_gen	defguard	w3	aliased	green
completionOffered	ex_gen	defguard	w3	aliased_as	green
completionOffered	ex_gen	defguard	w3	lookalike_snoc_bang	green
completionOffered	ex_gen	defguard	w3	lookalike_snoc_combining	green
completionOffered	ex_gen	defguard	w3	lookalike_snoc_question	green
completionOffered	ex_gen	defguard	w3	lookalike_snoc_x	green
completionOffered	ex_gen	defguard	w3	lookalike_xsnoc	green
completionOffered	ex_gen	defguard	w3	pipe	green
completionOffered	ex_gen	defguard	w3	qualified	green
completionOffered	ex_gen	defguard	w3	unqualified	green
completionOffered	ex_gen	defguard	w4	aliased	green
completionOffered	ex_gen	defguard	w4	aliased_as	green
completionOffered	ex_gen	defguard	w4	arity_1	green
completionOffered	ex_gen	defguard	w4	arity_3	green
completionOffered	ex_gen	defguard	w4	lookalike_snoc_bang	green
completionOffered	ex_gen	defguard	w4	lookalike_snoc_combining	green
completionOffered	ex_gen	defguard	w4	lookalike_snoc_question	green
completionOffered	ex_gen	defguard	w4	lookalike_snoc_x	green
completionOffered	ex_gen	defguard	w4	lookalike_xsnoc	green
completionOffered	ex_gen	defguard	w4	pipe	green
completionOffered	ex_gen	defguard	w4	qualified	green
completionOffered	ex_gen	defguard	w4	second_qualified	green
completionOffered	ex_gen	defguard	w4	unqualified	green
completionOffered	ex_gen	defguard	x_arity	aliased	green
completionOffered	ex_gen	defguard	x_arity	aliased_as	green
completionOffered	ex_gen	defguard	x_arity	arity_3	green
completionOffered	ex_gen	defguard	x_arity	pipe	green
completionOffered	ex_gen	defguard	x_arity	qualified	green
completionOffered	ex_gen	defguard	x_arity	unqualified	green
completionOffered	ex_gen	defguard	x_arity	unqualified_arity_3	green
completionOffered	ex_gen	defguard	x_arity_absent	aliased	green
completionOffered	ex_gen	defguard	x_arity_absent	aliased_arity_1	green
completionOffered	ex_gen	defguard	x_arity_absent	aliased_as	green
completionOffered	ex_gen	defguard	x_arity_absent	arity_1	green
completionOffered	ex_gen	defguard	x_arity_absent	arity_3	green
completionOffered	ex_gen	defguard	x_arity_absent	no_arguments	green
completionOffered	ex_gen	defguard	x_arity_absent	pipe	green
completionOffered	ex_gen	defguard	x_arity_absent	qualified	green
completionOffered	ex_gen	defguard	x_arity_absent	undeclared	green
completionOffered	ex_gen	defguard	x_arity_absent	undeclared_no_arguments	green
completionOffered	ex_gen	defguard	x_arity_absent	unqualified	green
completionOffered	ex_gen	defguard	x_arity_absent	unqualified_arity_1	green
completionOffered	ex_gen	defguard	x_nfc	aliased	green
completionOffered	ex_gen	defguard	x_nfc	aliased_as	green
completionOffered	ex_gen	defguard	x_nfc	qualified	green
completionOffered	ex_gen	defguard	x_nfc	unqualified	green
completionOffered	ex_gen	defguard	x_not_a_call	aliased	green
completionOffered	ex_gen	defguard	x_not_a_call	aliased_as	green
completionOffered	ex_gen	defguard	x_not_a_call	pipe	green
completionOffered	ex_gen	defguard	x_not_a_call	qualified	green
completionOffered	ex_gen	defguard	x_not_a_call	unqualified	green
completionOffered	ex_gen	defguard	x_other_module	aliased	green
completionOffered	ex_gen	defguard	x_other_module	aliased_as	green
completionOffered	ex_gen	defguard	x_other_module	other_qualified	green
completionOffered	ex_gen	defguard	x_other_module	pipe	green
completionOffered	ex_gen	defguard	x_other_module	qualified	green
completionOffered	ex_gen	defguard	x_other_module	unqualified	green
completionOffered	ex_gen	defmacro	w1	aliased	green
completionOffered	ex_gen	defmacro	w1	aliased_as	green
completionOffered	ex_gen	defmacro	w1	pipe	green
completionOffered	ex_gen	defmacro	w1	qualified	green
completionOffered	ex_gen	defmacro	w1	unqualified	green
completionOffered	ex_gen	defmacro	w2	aliased	green
completionOffered	ex_gen	defmacro	w2	aliased_as	green
completionOffered	ex_gen	defmacro	w2	arity_1	green
completionOffered	ex_gen	defmacro	w2	arity_3	green
completionOffered	ex_gen	defmacro	w2	pipe	green
completionOffered	ex_gen	defmacro	w2	qualified	green
completionOffered	ex_gen	defmacro	w2	second_qualified	green
completionOffered	ex_gen	defmacro	w2	unqualified	green
completionOffered	ex_gen	defmacro	w3	aliased	green
completionOffered	ex_gen	defmacro	w3	aliased_as	green
completionOffered	ex_gen	defmacro	w3	lookalike_snoc_bang	green
completionOffered	ex_gen	defmacro	w3	lookalike_snoc_combining	green
completionOffered	ex_gen	defmacro	w3	lookalike_snoc_question	green
completionOffered	ex_gen	defmacro	w3	lookalike_snoc_x	green
completionOffered	ex_gen	defmacro	w3	lookalike_xsnoc	green
completionOffered	ex_gen	defmacro	w3	pipe	green
completionOffered	ex_gen	defmacro	w3	qualified	green
completionOffered	ex_gen	defmacro	w3	unqualified	green
completionOffered	ex_gen	defmacro	w4	aliased	green
completionOffered	ex_gen	defmacro	w4	aliased_as	green
completionOffered	ex_gen	defmacro	w4	arity_1	green
completionOffered	ex_gen	defmacro	w4	arity_3	green
completionOffered	ex_gen	defmacro	w4	lookalike_snoc_bang	green
completionOffered	ex_gen	defmacro	w4	lookalike_snoc_combining	green
completionOffered	ex_gen	defmacro	w4	lookalike_snoc_question	green
completionOffered	ex_gen	defmacro	w4	lookalike_snoc_x	green
completionOffered	ex_gen	defmacro	w4	lookalike_xsnoc	green
completionOffered	ex_gen	defmacro	w4	pipe	green
completionOffered	ex_gen	defmacro	w4	qualified	green
completionOffered	ex_gen	defmacro	w4	second_qualified	green
completionOffered	ex_gen	defmacro	w4	unqualified	green
completionOffered	ex_gen	defmacro	x_arity	aliased	green
completionOffered	ex_gen	defmacro	x_arity	aliased_as	green
completionOffered	ex_gen	defmacro	x_arity	arity_3	green
completionOffered	ex_gen	defmacro	x_arity	pipe	green
completionOffered	ex_gen	defmacro	x_arity	qualified	green
completionOffered	ex_gen	defmacro	x_arity	unqualified	green
completionOffered	ex_gen	defmacro	x_arity	unqualified_arity_3	green
completionOffered	ex_gen	defmacro	x_arity_absent	aliased	green
completionOffered	ex_gen	defmacro	x_arity_absent	aliased_arity_1	green
completionOffered	ex_gen	defmacro	x_arity_absent	aliased_as	green
completionOffered	ex_gen	defmacro	x_arity_absent	arity_1	green
completionOffered	ex_gen	defmacro	x_arity_absent	arity_3	green
completionOffered	ex_gen	defmacro	x_arity_absent	no_arguments	green
completionOffered	ex_gen	defmacro	x_arity_absent	pipe	green
completionOffered	ex_gen	defmacro	x_arity_absent	qualified	green
completionOffered	ex_gen	defmacro	x_arity_absent	undeclared	green
completionOffered	ex_gen	defmacro	x_arity_absent	undeclared_no_arguments	green
completionOffered	ex_gen	defmacro	x_arity_absent	unqualified	green
completionOffered	ex_gen	defmacro	x_arity_absent	unqualified_arity_1	green
completionOffered	ex_gen	defmacro	x_arity_separate	aliased	green
completionOffered	ex_gen	defmacro	x_arity_separate	aliased_as	green
completionOffered	ex_gen	defmacro	x_arity_separate	arity_1	green
completionOffered	ex_gen	defmacro	x_arity_separate	arity_3	green
completionOffered	ex_gen	defmacro	x_arity_separate	no_arguments	green
completionOffered	ex_gen	defmacro	x_arity_separate	pipe	green
completionOffered	ex_gen	defmacro	x_arity_separate	qualified	green
completionOffered	ex_gen	defmacro	x_arity_separate	unqualified	green
completionOffered	ex_gen	defmacro	x_arity_separate	unqualified_arity_3	green
completionOffered	ex_gen	defmacro	x_arity_zero	aliased	green
completionOffered	ex_gen	defmacro	x_arity_zero	aliased_as	green
completionOffered	ex_gen	defmacro	x_arity_zero	arity_1	green
completionOffered	ex_gen	defmacro	x_arity_zero	no_arguments	green
completionOffered	ex_gen	defmacro	x_arity_zero	pipe	green
completionOffered	ex_gen	defmacro	x_arity_zero	qualified	green
completionOffered	ex_gen	defmacro	x_arity_zero	unqualified	green
completionOffered	ex_gen	defmacro	x_arity_zero	unqualified_arity_1	green
completionOffered	ex_gen	defmacro	x_defaults	aliased	green
completionOffered	ex_gen	defmacro	x_defaults	aliased_as	green
completionOffered	ex_gen	defmacro	x_defaults	default_arity	green
completionOffered	ex_gen	defmacro	x_defaults	pipe	green
completionOffered	ex_gen	defmacro	x_defaults	qualified	green
completionOffered	ex_gen	defmacro	x_defaults	unqualified	green
completionOffered	ex_gen	defmacro	x_defaults_head	aliased	green
completionOffered	ex_gen	defmacro	x_defaults_head	aliased_as	green
completionOffered	ex_gen	defmacro	x_defaults_head	arity_1	green
completionOffered	ex_gen	defmacro	x_defaults_head	arity_3	green
completionOffered	ex_gen	defmacro	x_defaults_head	no_arguments	green
completionOffered	ex_gen	defmacro	x_defaults_head	pipe	green
completionOffered	ex_gen	defmacro	x_defaults_head	qualified	green
completionOffered	ex_gen	defmacro	x_defaults_head	unqualified	green
completionOffered	ex_gen	defmacro	x_defaults_head	unqualified_arity_3	green
completionOffered	ex_gen	defmacro	x_nfc	aliased	green
completionOffered	ex_gen	defmacro	x_nfc	aliased_as	green
completionOffered	ex_gen	defmacro	x_nfc	qualified	green
completionOffered	ex_gen	defmacro	x_nfc	unqualified	green
completionOffered	ex_gen	defmacro	x_not_a_call	aliased	green
completionOffered	ex_gen	defmacro	x_not_a_call	aliased_as	green
completionOffered	ex_gen	defmacro	x_not_a_call	pipe	green
completionOffered	ex_gen	defmacro	x_not_a_call	qualified	green
completionOffered	ex_gen	defmacro	x_not_a_call	unqualified	green
completionOffered	ex_gen	defmacro	x_other_module	aliased	green
completionOffered	ex_gen	defmacro	x_other_module	aliased_as	green
completionOffered	ex_gen	defmacro	x_other_module	other_qualified	green
completionOffered	ex_gen	defmacro	x_other_module	pipe	green
completionOffered	ex_gen	defmacro	x_other_module	qualified	green
completionOffered	ex_gen	defmacro	x_other_module	unqualified	green
completionOffered	src	def	w1	aliased	green
completionOffered	src	def	w1	aliased_as	green
completionOffered	src	def	w1	local	green
completionOffered	src	def	w1	pipe	green
completionOffered	src	def	w1	qualified	green
completionOffered	src	def	w1	unqualified	green
completionOffered	src	def	w2	aliased	green
completionOffered	src	def	w2	aliased_as	green
completionOffered	src	def	w2	arity_1	green
completionOffered	src	def	w2	arity_3	green
completionOffered	src	def	w2	local	green
completionOffered	src	def	w2	pipe	green
completionOffered	src	def	w2	qualified	green
completionOffered	src	def	w2	second_qualified	green
completionOffered	src	def	w2	unqualified	green
completionOffered	src	def	w3	aliased	green
completionOffered	src	def	w3	aliased_as	green
completionOffered	src	def	w3	local	green
completionOffered	src	def	w3	lookalike_snoc_bang	green
completionOffered	src	def	w3	lookalike_snoc_combining	green
completionOffered	src	def	w3	lookalike_snoc_question	green
completionOffered	src	def	w3	lookalike_snoc_x	green
completionOffered	src	def	w3	lookalike_xsnoc	green
completionOffered	src	def	w3	pipe	green
completionOffered	src	def	w3	qualified	green
completionOffered	src	def	w3	unqualified	green
completionOffered	src	def	w4	aliased	green
completionOffered	src	def	w4	aliased_as	green
completionOffered	src	def	w4	arity_1	green
completionOffered	src	def	w4	arity_3	green
completionOffered	src	def	w4	local	green
completionOffered	src	def	w4	lookalike_snoc_bang	green
completionOffered	src	def	w4	lookalike_snoc_combining	green
completionOffered	src	def	w4	lookalike_snoc_question	green
completionOffered	src	def	w4	lookalike_snoc_x	green
completionOffered	src	def	w4	lookalike_xsnoc	green
completionOffered	src	def	w4	pipe	green
completionOffered	src	def	w4	qualified	green
completionOffered	src	def	w4	second_qualified	green
completionOffered	src	def	w4	unqualified	green
completionOffered	src	def	x_arity	aliased	green
completionOffered	src	def	x_arity	aliased_as	green
completionOffered	src	def	x_arity	arity_3	green
completionOffered	src	def	x_arity	local	green
completionOffered	src	def	x_arity	pipe	green
completionOffered	src	def	x_arity	qualified	green
completionOffered	src	def	x_arity	unqualified	green
completionOffered	src	def	x_arity	unqualified_arity_3	green
completionOffered	src	def	x_arity_absent	aliased	green
completionOffered	src	def	x_arity_absent	aliased_arity_1	green
completionOffered	src	def	x_arity_absent	aliased_as	green
completionOffered	src	def	x_arity_absent	arity_1	green
completionOffered	src	def	x_arity_absent	arity_3	green
completionOffered	src	def	x_arity_absent	local	green
completionOffered	src	def	x_arity_absent	no_arguments	green
completionOffered	src	def	x_arity_absent	pipe	green
completionOffered	src	def	x_arity_absent	qualified	green
completionOffered	src	def	x_arity_absent	undeclared	green
completionOffered	src	def	x_arity_absent	undeclared_no_arguments	green
completionOffered	src	def	x_arity_absent	unqualified	green
completionOffered	src	def	x_arity_absent	unqualified_arity_1	green
completionOffered	src	def	x_arity_separate	aliased	green
completionOffered	src	def	x_arity_separate	aliased_as	green
completionOffered	src	def	x_arity_separate	arity_1	green
completionOffered	src	def	x_arity_separate	arity_3	green
completionOffered	src	def	x_arity_separate	local	green
completionOffered	src	def	x_arity_separate	no_arguments	green
completionOffered	src	def	x_arity_separate	pipe	green
completionOffered	src	def	x_arity_separate	qualified	green
completionOffered	src	def	x_arity_separate	unqualified	green
completionOffered	src	def	x_arity_separate	unqualified_arity_3	green
completionOffered	src	def	x_arity_zero	aliased	green
completionOffered	src	def	x_arity_zero	aliased_as	green
completionOffered	src	def	x_arity_zero	arity_1	green
completionOffered	src	def	x_arity_zero	local	green
completionOffered	src	def	x_arity_zero	no_arguments	green
completionOffered	src	def	x_arity_zero	pipe	green
completionOffered	src	def	x_arity_zero	qualified	green
completionOffered	src	def	x_arity_zero	unqualified	green
completionOffered	src	def	x_arity_zero	unqualified_arity_1	green
completionOffered	src	def	x_defaults	aliased	green
completionOffered	src	def	x_defaults	aliased_as	green
completionOffered	src	def	x_defaults	default_arity	green
completionOffered	src	def	x_defaults	local	green
completionOffered	src	def	x_defaults	pipe	green
completionOffered	src	def	x_defaults	qualified	green
completionOffered	src	def	x_defaults	unqualified	green
completionOffered	src	def	x_defaults_head	aliased	green
completionOffered	src	def	x_defaults_head	aliased_as	green
completionOffered	src	def	x_defaults_head	arity_1	green
completionOffered	src	def	x_defaults_head	arity_3	green
completionOffered	src	def	x_defaults_head	local	green
completionOffered	src	def	x_defaults_head	no_arguments	green
completionOffered	src	def	x_defaults_head	pipe	green
completionOffered	src	def	x_defaults_head	qualified	green
completionOffered	src	def	x_defaults_head	unqualified	green
completionOffered	src	def	x_defaults_head	unqualified_arity_3	green
completionOffered	src	def	x_nfc	aliased	green
completionOffered	src	def	x_nfc	aliased_as	green
completionOffered	src	def	x_nfc	local	green
completionOffered	src	def	x_nfc	qualified	green
completionOffered	src	def	x_nfc	unqualified	green
completionOffered	src	def	x_not_a_call	aliased	green
completionOffered	src	def	x_not_a_call	aliased_as	green
completionOffered	src	def	x_not_a_call	local	green
completionOffered	src	def	x_not_a_call	pipe	green
completionOffered	src	def	x_not_a_call	qualified	green
completionOffered	src	def	x_not_a_call	unqualified	green
completionOffered	src	def	x_other_module	aliased	green
completionOffered	src	def	x_other_module	aliased_as	green
completionOffered	src	def	x_other_module	local	green
completionOffered	src	def	x_other_module	other_qualified	green
completionOffered	src	def	x_other_module	pipe	green
completionOffered	src	def	x_other_module	qualified	green
completionOffered	src	def	x_other_module	unqualified	green
completionOffered	src	defdelegate	w1	aliased	green
completionOffered	src	defdelegate	w1	aliased_as	green
completionOffered	src	defdelegate	w1	local	green
completionOffered	src	defdelegate	w1	pipe	green
completionOffered	src	defdelegate	w1	qualified	green
completionOffered	src	defdelegate	w1	unqualified	green
completionOffered	src	defdelegate	w2	aliased	green
completionOffered	src	defdelegate	w2	aliased_as	green
completionOffered	src	defdelegate	w2	arity_1	green
completionOffered	src	defdelegate	w2	arity_3	green
completionOffered	src	defdelegate	w2	local	green
completionOffered	src	defdelegate	w2	pipe	green
completionOffered	src	defdelegate	w2	qualified	green
completionOffered	src	defdelegate	w2	second_qualified	green
completionOffered	src	defdelegate	w2	unqualified	green
completionOffered	src	defdelegate	w3	aliased	green
completionOffered	src	defdelegate	w3	aliased_as	green
completionOffered	src	defdelegate	w3	local	green
completionOffered	src	defdelegate	w3	lookalike_snoc_bang	green
completionOffered	src	defdelegate	w3	lookalike_snoc_combining	green
completionOffered	src	defdelegate	w3	lookalike_snoc_question	green
completionOffered	src	defdelegate	w3	lookalike_snoc_x	green
completionOffered	src	defdelegate	w3	lookalike_xsnoc	green
completionOffered	src	defdelegate	w3	pipe	green
completionOffered	src	defdelegate	w3	qualified	green
completionOffered	src	defdelegate	w3	unqualified	green
completionOffered	src	defdelegate	w4	aliased	green
completionOffered	src	defdelegate	w4	aliased_as	green
completionOffered	src	defdelegate	w4	arity_1	green
completionOffered	src	defdelegate	w4	arity_3	green
completionOffered	src	defdelegate	w4	local	green
completionOffered	src	defdelegate	w4	lookalike_snoc_bang	green
completionOffered	src	defdelegate	w4	lookalike_snoc_combining	green
completionOffered	src	defdelegate	w4	lookalike_snoc_question	green
completionOffered	src	defdelegate	w4	lookalike_snoc_x	green
completionOffered	src	defdelegate	w4	lookalike_xsnoc	green
completionOffered	src	defdelegate	w4	pipe	green
completionOffered	src	defdelegate	w4	qualified	green
completionOffered	src	defdelegate	w4	second_qualified	green
completionOffered	src	defdelegate	w4	unqualified	green
completionOffered	src	defdelegate	x_arity	aliased	green
completionOffered	src	defdelegate	x_arity	aliased_as	green
completionOffered	src	defdelegate	x_arity	arity_3	green
completionOffered	src	defdelegate	x_arity	local	green
completionOffered	src	defdelegate	x_arity	pipe	green
completionOffered	src	defdelegate	x_arity	qualified	green
completionOffered	src	defdelegate	x_arity	unqualified	green
completionOffered	src	defdelegate	x_arity	unqualified_arity_3	green
completionOffered	src	defdelegate	x_arity_absent	aliased	green
completionOffered	src	defdelegate	x_arity_absent	aliased_arity_1	green
completionOffered	src	defdelegate	x_arity_absent	aliased_as	green
completionOffered	src	defdelegate	x_arity_absent	arity_1	green
completionOffered	src	defdelegate	x_arity_absent	arity_3	green
completionOffered	src	defdelegate	x_arity_absent	local	green
completionOffered	src	defdelegate	x_arity_absent	no_arguments	green
completionOffered	src	defdelegate	x_arity_absent	pipe	green
completionOffered	src	defdelegate	x_arity_absent	qualified	green
completionOffered	src	defdelegate	x_arity_absent	undeclared	green
completionOffered	src	defdelegate	x_arity_absent	undeclared_no_arguments	green
completionOffered	src	defdelegate	x_arity_absent	unqualified	green
completionOffered	src	defdelegate	x_arity_absent	unqualified_arity_1	green
completionOffered	src	defdelegate	x_arity_separate	aliased	green
